2018-19 Undergraduate Catalog (DRAFT)|Accounting|ACTG|244|Accounting for Non-Business Majors|3|FALLSPRSUM|For non-business majors only. Introduces basic business and accounting topics such as revenue, investments, expenditures, liabilities, credit, cash management, and taxation. Heavy emphasis is placed on the measurement of operating performance, and interpretation and use of accounting data for organizational decision-making. |Sophomore standing or higher.  ||1|Sport and Recreation Management, B.S.,Sport and Recreation Management, B.S.,Chemistry, Chemistry/Business Program Concentration, B.S.,Engineering, B.S.,Health Services Administration, B.S.,Physics, Multidisciplinary Concentration: Business Track, B.S.,Hospitality Management, B.S.,Hospitality Management, B.S.,Music, Music Industry Emphasis, B.M.,Entrepreneurship 
2018-19 Undergraduate Catalog (DRAFT)|Africana Studies|AFST|200|Introduction to Africana Studies|3||An introductory survey of basic theoretical concepts to analyze the Black experience, with special focus on the general historical process common to Africa and the African Diaspora. May be used for general education credit. |||1|Africana Studies Minor,Cluster Four: Social and Cultural Processes,International Affairs, Africa Track, B.A.
2018-19 Undergraduate Catalog (DRAFT)|Africana Studies|AFST|489|Africana Studies Senior Research Experience|1|FALL&SPRNG|In this research-oriented experience, students design and complete research projects relevant to their interests in Africana Studies, as well as connect their projects to previous course work and experiences within the Africana Studies minor.  |AFST 200 , senior standing and permission of the instructor.  ||1|Africana Studies Minor
2018-19 Undergraduate Catalog (DRAFT)|Africana Studies|AFST|488|African-American Art|3||This course examines visual arts produced by people of African descent in the United States from the colonial period until the present. Course themes include debates about the relationship between racial identity and artistic production; the complex interchange between African-American art and the cultural traditions of Africa and Europe; black artists' engagement with popular representations of African-Americans; and the intersection of race with class, gender and sexuality. |ARTH 206, AFST 200 or permission of the instructor.  ||1|Africana Studies Minor
2018-19 Undergraduate Catalog (DRAFT)|Africana Studies|AFST|400|Selected Topics in Africana Studies|3||Selected topics are studied in depth. Course may be repeated when content changes. |||1|Africana Studies Minor
2018-19 Undergraduate Catalog (DRAFT)|Anthropology|ANTH|350|Magic, Witchcraft and Religion|3.00 (C)||Anthropological study of religion in society. The influence of religion on the development of social, legal, governmental and economic aspects of culture is emphasized. |||1|
2018-19 Undergraduate Catalog (DRAFT)|Anthropology|ANTH|496C|Architectural Survey|4|FALL&SPRNG||||0|
2018-19 Undergraduate Catalog (DRAFT)|Air Force ROTC|AIRS|110|The Foundations of the United States Air Force I|1|FALL ONLY.|This course introduces the United States Air Force and Air Force Reserve Officers Training Corps. Topics include mission and organization of the Air Force, officership and professionalism, military customs and courtesies, Air Force officer opportunities and communication skills. JMU students will take AFROTC classes at the University of Virginia for JMU credit. AFROTC cadets and students interested in joining Air Force ROTC must also register for AIRS 100 , Leadership Laboratory. |||1|Air Force Reserve Officers Training Corps
2018-19 Undergraduate Catalog (DRAFT)|Air Force ROTC|AIRS|120|The Foundations of the United States Air Force II|1|SPRNG ONLY|This course introduces the United States Air Force and Air Force Reserve Officers Training Corps. Topics include mission and organization of the Air Force, officership and professionalism, military customs and courtesies, Air Force officer opportunities and communication skills. JMU students will take AFROTC classes at the University of Virginia for JMU credit.  ||AIRS 100.   |1|Air Force Reserve Officers Training Corps
2018-19 Undergraduate Catalog (DRAFT)|Air Force ROTC|AIRS|220|The Evolution of Air and Space Power II|1|SPRNG|This course examines general aspects of air and space power through a historical perspective, from the first balloons and dirigibles to the space age global positioning systems of the Persian Gulf War. Topics include principles of war, tenets of air and space power, historical Air Force leaders, and employment of air and space power. JMU students will take AFROTC classes at the University of Virginia for JMU credit.  ||AIRS 100.  |1|Air Force Reserve Officers Training Corps
2018-19 Undergraduate Catalog (DRAFT)|Air Force ROTC|AIRS|310|Concepts of Air Force Leadership and Management I|3|FALL|This course studies leadership, management fundamentals and professional knowledge, Air Force personnel and evaluation systems, leadership ethics, and communication skills required of Air Force junior officers. The class examines Air Force leadership and management situations, using case studies as a means of demonstrating and applying the concepts under consideration. JMU students will take AFROTC classes at the University of Virginia for JMU credit.  ||AIRS 100.  |1|Air Force Reserve Officers Training Corps
2018-19 Undergraduate Catalog (DRAFT)|Anthropology|ANTH|499|Honors Thesis|6.00 (May be A, B, or C). Three Semesters|FALL&SPRNG|An independent research topic initiated and completed by qualified senior majors who want to graduate with distinction. |||1|
2018-19 Undergraduate Catalog (DRAFT)|Air Force ROTC|AIRS|210|The Evolution of Air and Space Power I|1|FALL ONLY|historical perspective, from the first balloons and dirigibles to the space age global positioning systems of the Persian Gulf War. Topics include principles of war, tenets of air and space power, historical Air Force leaders, and employment of air and space power. JMU students will take AFROTC classes at the University of Virginia for JMU credit. ||AIRS 100 . |1|Air Force Reserve Officers Training Corps
2018-19 Undergraduate Catalog (DRAFT)|Anthropology|ANTH|490|Special Studies in Anthropology|1.00 - 3.00 (May be A, B or C)|FALL&SPRNG|Course offers students an opportunity to do independent study under staff supervision. |Admission only by recommendation of the instructor. More than one repeat requires department head approval.  ||1|Latin American and Caribbean Studies Minor
2018-19 Undergraduate Catalog (DRAFT)|Air Force ROTC|AIRS|320|Concepts of Air Force Leadership and Management II|3|SPRNG|This course studies leadership, management fundamentals and professional knowledge, Air Force personnel and evaluation systems, leadership ethics, and communication skills required of Air Force junior officers. The class examines Air Force leadership and management situations, using case studies as a means of demonstrating and applying the concepts under consideration. JMU students will take AFROTC classes at the University of Virginia for JMU credit.  ||AIRS 100.  |1|Air Force Reserve Officers Training Corps
2018-19 Undergraduate Catalog (DRAFT)|Air Force ROTC|AIRS|410|National Security Affairs/Preparation for Active Duty I|3|FALL|This course examines the national security process, regional studies, advanced leadership ethics and Air Force doctrine. Topics include the military as a profession, officership, military justice, civilian control of the military, preparation for active duty and current issues affecting the military profession. JMU students will take AFROTC classes at the University of Virginia for JMU credit. ||AIRS 100.  |1|Air Force Reserve Officers Training Corps
2018-19 Undergraduate Catalog (DRAFT)|Air Force ROTC|AIRS|420|National Security Affairs/Preparation for Active Duty II|3|SPRNG ONLY|This course examines the national security process, regional studies, advanced leadership ethics and Air Force doctrine. Topics include the military as a profession, officership, military justice, civilian control of the military, preparation for active duty and current issues affecting the military profession. JMU students will take AFROTC classes at the University of Virginia for JMU credit. ||AIRS 100.  |1|Air Force Reserve Officers Training Corps
2018-19 Undergraduate Catalog (DRAFT)|Anthropology|ANTH|494D|Field Tech in Archeology|4|SUMMER||||1|
2018-19 Undergraduate Catalog (DRAFT)|Applied Music|MUAP|215|Violin Applied|1|||Music Majors  ||1|
2018-19 Undergraduate Catalog (DRAFT)|Applied Music|MUAP|322|Clarinet Applied|2.00 - 3.00|||Music Majors  ||1|
2018-19 Undergraduate Catalog (DRAFT)|Air Force ROTC|AIRS|100|Leadership Laboratory|0||This course is a mandatory laboratory in leadership and followership development for Air Force Reserve Officer Training Course (AFROTC) cadets. As a complement to the air science classes, this laboratory focuses on applying leadership principles and understanding leaders' responsibilities while emphasizing the benefits of practical experience. JMU students will take AFROTC classes at the University of Virginia for JMU credit. ||Any Air Force ROTC class.  |1|Air Force Reserve Officers Training Corps,Air Force Reserve Officers Training Corps
2018-19 Undergraduate Catalog (DRAFT)|American Studies|AMST|200|Introduction to American Studies|3||This interdisciplinary course will highlight the student's role in interrogating the cultural and political function of representations of America in literature, history, philosophy, religion, popular culture, music and art. Students will gain an understanding of why definitions of American identity matter and learn about the contemporary debates that inform the discipline of American Studies today. Questions about the changing role of national studies in the face of globalization are central. May be used for general education credit. |||1|American Studies Minor,Cluster Two: Arts and Humanities
2018-19 Undergraduate Catalog (DRAFT)|American Studies|AMST|490|Special Studies in American Studies|3|FALL&SPRNG|Independent study of a topic appropriate to the cross disciplinary method of American studies. |||1|
2018-19 Undergraduate Catalog (DRAFT)|American Studies|AMST|302|Immigrants in American Society|3||Immigrants today come to America from many countries, but because scholarly research had tended to concentrate on only a few of the largest nationality groups, the full range of immigrant experience has yet to be explored and documented.  In this cross-disciplinary course, we will give special attention to two groups, Mexicans and Vietnamese, about whom much has been written, as examples of the varying ways that immigrants come to the U.S. and adapt to living here while maintaining important ties to their homelands and cultures.  We will also consider the consequences of immigration for both the first and second generations of immigrants as well as for the communities that receive them, including the Central Shenandoah Valley. |||1|
2018-19 Undergraduate Catalog (DRAFT)|American Studies|AMST|303E|Religion and American Politics and Campaigns|3||We will survey the interaction between religions and political life in the United States, beginning with the colonial period and moving forward into the present.  Part of our time will be spent examining the role of religion in politics and campaigns throughout the nineteenth and twentieth centuries.  During the days and weeks surrounding the Republican primaries, we will spend much of our time discussing the role of religion in the current presidential election cycle.  We will use readings and media such as television, film, and the Internet to gain a fuller and clearer understanding of religion and modern campaigns. |||1|
2018-19 Undergraduate Catalog (DRAFT)|Applied Music|MUAP|317|Violoncello Applied|2.00 - 3.00|||Music Majors  ||1|
2018-19 Undergraduate Catalog (DRAFT)|Biology|BIO|380L|General Microbiology Lab|0|||||0|
2018-19 Undergraduate Catalog (DRAFT)|Anthropology|ANTH|368|Contemporary American Culture|3.00 (C)||This course analyzes contemporary American society in relation to popular cultural formations and representations. Cultural expressions found in music, literature, theatre, film, television, cyberspace and sports will be examined with respect to values, sentiments, identity constructions and lived experiences of differentially situated social actors. |||1|American Studies Minor
2018-19 Undergraduate Catalog (DRAFT)|Anthropology|ANTH|196|Biological Anthropology|3||An introduction to the origins, evolution and genetic variability of humans and their relationship to nonhuman primates. Examination of the fossil record, the relationship between biology and culture and human genetics are included. Theories and methods used in the study of biological anthropology are also introduced. May be used for general education credit |||1|Pre-Forensic Studies,Cluster Three: The Natural World
2018-19 Undergraduate Catalog (DRAFT)|Anthropology|ANTH|494|Field Techniques in Archaeology|4.00 - 8.00 (A,F)|SUMMER|Laboratory course directed at teaching students the basic field techniques and procedures of historic and prehistoric archaeology. Classroom lectures will present techniques and relevant aspects of method and theory. |||1|Historical Archaeology Minor,Art History, Museum Studies Concentration, B.A.,History, Public History Concentration, B.A.
2018-19 Undergraduate Catalog (DRAFT)|Anthropology|ANTH|300|The Anthropology of Food|3.00 (C)|3-4SEMEST|This course explores anthropological approaches to food production, distribution, preparation and consumption in the contemporary world. Topics include food preferences and taboos, food and the senses, ritual and identity, technological risks, diet and nutrition, cuisine and class and the political economy of food. |Any lower-level course in anthropology or permission of the instructor.  ||1|Environmental Humanities Minor
2018-19 Undergraduate Catalog (DRAFT)|Applied Music|MUAP|353|Guitar Ensemble|1||The performance of guitar music from Renaissance to 20th century for duos, trios and quartets. Permission to register must be obtained from the coordinator of the respective applied area. |||1|
2018-19 Undergraduate Catalog (DRAFT)|Anthropology|ANTH|352|Birth, Death, Sex: Exploring Demography|3.00 (B,C)||"Fertility (birth) and mortality (death) and their biological and social determinants in cross-cultural and evolutionary/historical frameworks. Exploration of the dynamic between the material constraints on and symbolic significance of, reproduction, sexuality and death within a cultural context. Critical examination of population growth as a global ""problem."" Basic demographic methods. "|Any lower level course in anthropology or sociology or permission of the instructor.  ||1|Medical Humanities
2018-19 Undergraduate Catalog (DRAFT)|Anthropology|ANTH|499B|Honors|3|FALL&SPRNG||||1|
2018-19 Undergraduate Catalog (DRAFT)|Anthropology|ANTH|490B|Special Studies|2|FALL&SPRNG||||1|
2018-19 Undergraduate Catalog (DRAFT)|Anthropology|ANTH|395|Special Topics in Anthropology|3.00 (May be A,B, or C)||Examination of selected topics which are of current importance to anthropology. May be repeated for credit when course content changes. |||1|Pre-Forensic Studies,Africana Studies Minor,Latin American and Caribbean Studies Minor,International Affairs, Africa Track, B.A.,International Affairs, Asia Track, B.A.,International Affairs, Latin America Track, B.A.,Disability Studies
2018-19 Undergraduate Catalog (DRAFT)|Anthropology|ANTH|494A|Field Tech in Archeology|4.00 - 8.00|SUMMER||||1|
2018-19 Undergraduate Catalog (DRAFT)|Anthropology|ANTH|360|Medical Anthropology|3.00 (C)|3-4SEMEST|This course takes an anthropological approach to the study of health, illness and healing; how do different cultural systems and social institutions influence the experience and interpretation of different bodily states? Material covers critical analyses of Western medicine and ethnomedicine in both specific cultural settings and their global circulation. Topics include disease epidemics, illness narratives, public health, suffering, pharmaceuticals, disability and health care systems. |ANTH 195 or permission of the instructor.  ||1|Science, Technology and Society Minor,Women's and Gender Studies Minor,Disability Studies,Medical Humanities,Pre-Medicine
2018-19 Undergraduate Catalog (DRAFT)|Anthropology|ANTH|490C|Special Studies|3|FALL&SPRNG||||1|
2018-19 Undergraduate Catalog (DRAFT)|Anthropology|ANTH|197|Archaeology|3.00 (A,R)|FALL&SPRNG|An introduction to the goals, methods and theory of anthropological archaeology. The course examines the variety of techniques archaeologists use to reconstruct the past from material remains. Archaeological ethics and the impact of the past on contemporary society are also considered. |||1|Asian Studies Minor
2018-19 Undergraduate Catalog (DRAFT)|Anthropology|ANTH|494B|Field Tech in Archeology|4.00 - 8.00|SUMMER||||1|
2018-19 Undergraduate Catalog (DRAFT)|Applied Music|MUAP|231|Applied Harp Lessons|1||Applied harp lessons for music majors. |||1|
2018-19 Undergraduate Catalog (DRAFT)|Anthropology|ANTH|435|Ethnographic Genres and Methods|4.00 (C,F)|ONCEAYEAR|Explores ethnographic methods and conventions of ethnographic writing through close reading, analysis and production of ethnographic texts. Students develop critical skills in assessing ethnographic practice by examining how ethnographies are shaped by authors' fieldwork experiences, intellectual traditions and theoretical perspectives. Students engage in fieldwork and craft their own ethnographic accounts. | ANTH 375 .  ||1|
2018-19 Undergraduate Catalog (DRAFT)|Anthropology|ANTH|312|The Native Americans|3.00 (A)|3-4SEMEST|A study of the nature of Indian societies occupying different environmental areas of North America at the time of earliest historic contact. Indian groups such as Shawnee, Mandan, Nuunamiut, Natchez, Creek, Iroquois and Sioux will be considered. |||1|American Studies Minor
2018-19 Undergraduate Catalog (DRAFT)|Anthropology|ANTH|265|Peoples and Cultures of Latin America and the Caribbean|3.00 (C).||Anthropological and historical perspectives on the cultures of Latin America and the Caribbean through such themes as colonialism, nationalism, ethnicity, development, aesthetic traditions, gender, religion and urban and rural resistance movements. |||1|American Studies Minor,Latin American and Caribbean Studies Minor,Latin American and Caribbean Studies Minor,International Affairs, Latin America Track, B.A.
2018-19 Undergraduate Catalog (DRAFT)|Anthropology|ANTH|494C|Field Tech in Archeology|4.00 - 8.00|SUMMER||||1|
2018-19 Undergraduate Catalog (DRAFT)|Anthropology|ANTH|499C|Honors|2|FALL&SPRNG||||1|
2018-19 Undergraduate Catalog (DRAFT)|Anthropology|ANTH|325|Aztec/Maya & Predeces|3.00 (A)||Survey of the Olmec, Toltec, Teotihuacan, Maya and Aztec civilizations and the factors leading to their development, persistence and decline. |||1|Latin American and Caribbean Studies Minor
2018-19 Undergraduate Catalog (DRAFT)|Anthropology|ANTH|485|Anthropology Course Assistantship|1.00 - 3.00||Students participate as course assistants in anthropology. Assistantships provide students with a sense of what it is like to teach an anthropology course by allowing them to work closely with faculty members through different phases of course preparation, presentation and evaluation. Assistantships also allow for a deeper understanding of course material by providing opportunities for student assistants to lead discussion and to help their peers review the material outside of the classroom. |" Students must have junior /senior standing, must have earned a grade of ""B"" or better in the course for which he/she will serve as assistant and may register by faculty invitation only. May be repeated up to six credits; only three credits can count toward the major. A student may only serve as a course assistant to the same course twice.    "||1|
2018-19 Undergraduate Catalog (DRAFT)|Applied Music|MUAP|331|Applied Harp Lessons|2.00 - 3.00||Applied harp lessons for music majors. |||1|
2018-19 Undergraduate Catalog (DRAFT)|Anthropology|ANTH|315|Human Evolution|3.00 (B)|3-4SEMEST|Discusses the emergence of the hominids as a lineage distinct from other apes. Provides evidence for the evolution of bipedalism, tool use, hunting/gathering, major increases in brain size, language and material culture and the hypotheses that have been developed to explain the emergence of these characteristics |ANTH 196 , or BIO 114  and BIO 124, or permission of the instructor.  ||1|
2018-19 Undergraduate Catalog (DRAFT)|Anthropology|ANTH|375|History of Theory in Sociocultural Anthropology|3.00 (C,R,W)||An examination of the major theoretical traditions in social and cultural anthropology. Important theoreticians and the historical contexts in which their work emerged are discussed. Fulfills the College of Arts and Letters writingintensive requirement for the major.  |ANTH 195 and Junior Standing.  ||1|
2018-19 Undergraduate Catalog (DRAFT)|Anthropology|ANTH|490A|Special Studies|3|FALL&SPRNG||||1|
2018-19 Undergraduate Catalog (DRAFT)|Anthropology|ANTH|313|Processes of Social and Cultural Change|3||Investigates the procedures through which a society operates and the manner in which it introduces and incorporates changes. Issues considered include: belief, innovation, directed change, coercive change, revitalization and revolution. |||0|Middle Eastern Communities and Migrations Minor,Humanitarian Affairs Minor,International Affairs, International Relations Concentration, B.A.,International Affairs, Comparative Study Concentration, B.A.
2018-19 Undergraduate Catalog (DRAFT)|Anthropology|ANTH|195|Cultural Anthropology|3.00 (C, R)||An introduction to the nature of culture and its relationship to language, economics, politics, kinship and other institutions in diverse cultures. The course also provides an overview of the theories, methods and ethical responsibilities involved in the study of cultural systems and ethnographic writing. May be used for general education credit. |||1|Pre-Occupational Therapy,Industrial Design, B.S.,Cluster Four: Social and Cultural Processes,Interdisciplinary Liberal Studies for Inclusive Early Childhood Education, Elementary Education and Special Education Licensure, B.S.,International Affairs, International Relations Concentration, B.A.,International Affairs, Comparative Study Concentration, B.A.
2018-19 Undergraduate Catalog (DRAFT)|Applied Music|MUAP|354|Percussion Ensemble|1||The study and preparation for public performance of percussion ensemble literature. The ensemble is open to all university students by audition. Permission to register must be obtained from the coordinator of the respective applied area. |||1|
2018-19 Undergraduate Catalog (DRAFT)|Applied Music|MUAP|329|Tuba Applied|2.00 - 3.00|||Music Majors  ||1|
2018-19 Undergraduate Catalog (DRAFT)|Anthropology|ANTH|441|Oral History and Social Justice|3||This course will explore the theoretical and methodological questions that have been raised in the field of oral history related to evidence and objectivity, personal and collective memory, narrative structure, ethical and social justice. Throughout the course students will conduct multiple interviews in the Shenandoah Valley and prepare a final presentation based on this material.  |HIST 395  or permission of the instructor.  ||0|Communication Studies, Generalist Concentration, B.S.,Communication Studies, B.A.,Communication Studies, Generalist Concentration, B.A.
2018-19 Undergraduate Catalog (DRAFT)|Anthropology|ANTH|499A|Honors|1|FALL&SPRNG||||1|
2018-19 Undergraduate Catalog (DRAFT)|Anthropology|ANTH|455|Archaeology: Methods of Analysis and Interpretation|4.00 (A,F)||A review of the nature of inquiry, recent theory and the means by which archaeologist acquire, analyze and interpret their data. In addition to practical training in methods of analysis used in contemporary practice, students will gain experience in designing, conducting and reporting archaeological research. | ANTH 195 and ANTH 197.  ||1|Historical Archaeology Minor
2018-19 Undergraduate Catalog (DRAFT)|Anthropology|ANTH|496B|Architectural Survey|4|FALL&SPRNG||||0|
2018-19 Undergraduate Catalog (DRAFT)|Anthropology|ANTH|496A|Architectural Survey|8|FALL&SPRNG||||0|
2018-19 Undergraduate Catalog (DRAFT)|Anthropology|ANTH|327|Ancient North American Civilizations|3.00 (A)|3-4SEMEST|Studies the emergence of Native American societies prior to historic contact. Emphasizes prehistoric developments in the eastern United States. |||1|
2018-19 Undergraduate Catalog (DRAFT)|Anthropology|ANTH|364|U.S./Latin American Borders|3.00 (C)|3-4SEMEST|This course examines the experiences of Latin American migrants to the United States. It stresses the cultural expression of those experiences, globalization and its effects on local communities in Latin America, the U.S. responses to migration and migrants. |||1|Latin American and Caribbean Studies Minor
2018-19 Undergraduate Catalog (DRAFT)|Anthropology|ANTH|280|Peoples and Culture of Sub-Saharan Africa|3.00 (C)||This is an introductory course emphasizing cultural diversity of sub-Saharan African societies. Basic anthropological concepts are used in analyzing African economics, political systems, marriage patterns and family organization, religious beliefs and the impacts of colonialism and post-colonial development practices. |||1|Africana Studies Minor,International Affairs, Africa Track, B.A.
2018-19 Undergraduate Catalog (DRAFT)|Physics|PHYS|240L|Prin of Mech: Rec/Lab [C3T1G2]|0|||||0|
2018-19 Undergraduate Catalog (DRAFT)|Anthropology|ANTH|331|Historical Archaeology|3.00 (A)||The course introduces students to the purposes, subject matter, methodology and historical background of the discipline of historical archaeology. Building on research issues and methodologies of anthropological archaeology and history, the multidisciplinary aspects of this field are introduced through field trips, projects, guest lectures, readings and classroom presentations. |||1|Historical Archaeology Minor,History, Public History Concentration, B.A.
2018-19 Undergraduate Catalog (DRAFT)|Anthropology|ANTH|340|The Invention of Race|3.00 (C)|3-4SEMEST|Examines the historical and cultural construction of race in Western thought. Themes include the origins of racial thinking, the slave trade, race and religion, race and science, the ways race is implicated in colonialism and nationalism and the relation between race and other social qualities, including gender, class, sexuality and ethnicity. |||1|Science, Technology and Society Minor,International Affairs, International Relations Concentration, B.A.,International Affairs, Comparative Study Concentration, B.A.
2018-19 Undergraduate Catalog (DRAFT)|Anthropology|ANTH|370|Topics in the Anthropology of Gender|3.00 (C)|3-4SEMEST|This course examines the many ways in which gender is constructed and negotiated in different historical and social contexts. Topics will vary with the instructor to include both cultural and biocultural perspectives. |||1|Women's and Gender Studies Minor
2018-19 Undergraduate Catalog (DRAFT)|Anthropology|ANTH|492|Material Culture|3.00 (A)|ASNEEDED|"A broad introduction to the multidisciplinary ""field"" of material culture studies through readings, written assignments, in-class exercises and field trips. The course introduces ways of looking at and learning from objects and examines how scholars from several disciplines have used material culture in their work. "|HIST 395. Instructor's permission required to waive HIST 395 as prerequisite for non-history majors.  ||1|Historical Archaeology Minor,Art History, Museum Studies Concentration, B.A.,History, Public History Concentration, B.A.
